Archive_Date,Hospital_Group,Hospital_HIPE,Hospital_Name,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,65+,  9-12 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,65+, 12-15 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,65+,18+ Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,35
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Day Case,Adult,16-64,  3-6 Months,19
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Day Case,Adult,16-64,  6-9 Months,13
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Day Case,Adult,16-64,  9-12 Months,4
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Day Case,Adult,16-64, 12-15 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Day Case,Adult,16-64, 15-18 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Day Case,Adult,16-64,18+ Months,4
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Day Case,Adult,65+,  0-3 Months,5
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Day Case,Adult,65+,  3-6 Months,4
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Day Case,Adult,65+,  6-9 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Day Case,Adult,65+, 15-18 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Inpatient,Adult,16-64,  0-3 Months,4
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Inpatient,Adult,16-64,  9-12 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Inpatient,Adult,65+,  0-3 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Inpatient,Adult,65+,  3-6 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Inpatient,Adult,65+,  6-9 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2604,Vascular Surgery,Inpatient,Adult,65+, 15-18 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Day Case,Adult,16-64,  0-3 Months,61
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Day Case,Adult,16-64,  3-6 Months,32
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Day Case,Adult,16-64,  6-9 Months,31
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Day Case,Adult,16-64,  9-12 Months,15
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Day Case,Adult,16-64, 12-15 Months,11
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Day Case,Adult,16-64, 15-18 Months,11
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Day Case,Adult,16-64,18+ Months,31
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Day Case,Adult,65+,  0-3 Months,27
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Day Case,Adult,65+,  3-6 Months,17
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Day Case,Adult,65+,  6-9 Months,17
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Day Case,Adult,65+,  9-12 Months,11
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Day Case,Adult,65+, 12-15 Months,4
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Day Case,Adult,65+, 15-18 Months,5
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Day Case,Adult,65+,18+ Months,10
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Inpatient,Adult,16-64,  0-3 Months,22
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Inpatient,Adult,16-64,  3-6 Months,11
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Inpatient,Adult,16-64,  6-9 Months,4
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Inpatient,Adult,16-64,  9-12 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Inpatient,Adult,16-64, 12-15 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Inpatient,Adult,16-64, 15-18 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Inpatient,Adult,16-64,18+ Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Inpatient,Adult,65+,  0-3 Months,35
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Inpatient,Adult,65+,  3-6 Months,7
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Inpatient,Adult,65+,  6-9 Months,5
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Inpatient,Adult,65+,  9-12 Months,4
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Inpatient,Adult,65+, 12-15 Months,3
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,7800,Urology,Inpatient,Adult,65+,18+ Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8000,Anaesthetics,Day Case,Adult,16-64,  0-3 Months,51
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8000,Anaesthetics,Day Case,Adult,16-64,  3-6 Months,58
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8000,Anaesthetics,Day Case,Adult,16-64,  6-9 Months,38
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8000,Anaesthetics,Day Case,Adult,16-64,  9-12 Months,33
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8000,Anaesthetics,Day Case,Adult,16-64, 12-15 Months,40
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8000,Anaesthetics,Day Case,Adult,16-64, 15-18 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8000,Anaesthetics,Day Case,Adult,65+,  0-3 Months,17
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8000,Anaesthetics,Day Case,Adult,65+,  3-6 Months,18
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8000,Anaesthetics,Day Case,Adult,65+,  6-9 Months,14
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8000,Anaesthetics,Day Case,Adult,65+,  9-12 Months,13
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8000,Anaesthetics,Day Case,Adult,65+, 12-15 Months,12
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,8000,Anaesthetics,Inpatient,Adult,16-64,  9-12 Months,1
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64,  0-3 Months,2
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,0000,Small Volume Specialities,Day Case,Adult,65+,  6-9 Months,1
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,1
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,2
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,3
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,1
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,125
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,88
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,27
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,6
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,11
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,5
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64,18+ Months,28
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,26
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,25
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,11
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,1
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,65+,18+ Months,5
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,7000,Dental Surgery,Day Case,Adult,16-64,  0-3 Months,1
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,7000,Dental Surgery,Day Case,Adult,16-64,  3-6 Months,1
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,7000,Dental Surgery,Day Case,Adult,16-64,  6-9 Months,3
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,7000,Dental Surgery,Day Case,Adult,16-64,  9-12 Months,7
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,7000,Dental Surgery,Day Case,Adult,16-64, 12-15 Months,1
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,7000,Dental Surgery,Day Case,Adult,16-64, 15-18 Months,2
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,7800,Urology,Day Case,Adult,16-64,  0-3 Months,38
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,7800,Urology,Day Case,Adult,16-64,  3-6 Months,11
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,7800,Urology,Day Case,Adult,16-64,  6-9 Months,3
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,7800,Urology,Day Case,Adult,65+,  0-3 Months,26
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,7800,Urology,Day Case,Adult,65+,  3-6 Months,3
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,7800,Urology,Day Case,Adult,65+,  6-9 Months,1
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,7800,Urology,Day Case,Adult,65+, 12-15 Months,2
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,7800,Urology,Day Case,Adult,65+, 15-18 Months,1
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,8003,Pain Relief,Day Case,Adult,16-64,  0-3 Months,8
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,8003,Pain Relief,Day Case,Adult,16-64,  3-6 Months,18
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,8003,Pain Relief,Day Case,Adult,16-64,  6-9 Months,19
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,8003,Pain Relief,Day Case,Adult,16-64,  9-12 Months,1
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,8003,Pain Relief,Day Case,Adult,16-64, 12-15 Months,4
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,8003,Pain Relief,Day Case,Adult,16-64, 15-18 Months,5
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,8003,Pain Relief,Day Case,Adult,16-64,18+ Months,2
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,8003,Pain Relief,Day Case,Adult,65+,  0-3 Months,7
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,8003,Pain Relief,Day Case,Adult,65+,  3-6 Months,4
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,8003,Pain Relief,Day Case,Adult,65+,  6-9 Months,5
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,8003,Pain Relief,Day Case,Adult,65+,  9-12 Months,1
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,8003,Pain Relief,Day Case,Adult,65+, 12-15 Months,3
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,0000,Small Volume Specialities,Day Case,Adult,16-64,  0-3 Months,1
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,0000,Small Volume Specialities,Day Case,Adult,16-64,  6-9 Months,2
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,49
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,15
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,17
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,7
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,1503,Gynaecology,Day Case,Adult,65+,  3-6 Months,3
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,1503,Gynaecology,Day Case,Adult,65+,  6-9 Months,1
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,1503,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,1
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,1503,Gynaecology,Inpatient,Child,0-15,  0-3 Months,1
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,87
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,72
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,12
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,1
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,27
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,21
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,2
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,1
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,3
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Child,0-15,  3-6 Months,3
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Child,0-15,  6-9 Months,1
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,1
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Inpatient,Child,0-15,  0-3 Months,10
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Inpatient,Child,0-15,  3-6 Months,9
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Inpatient,Child,0-15,  6-9 Months,2
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,15
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,2
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,16-64,  9-12 Months,1
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,13
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,1
31/01/2019,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,0000,Small Volume Specialities,Day Case,Adult,65+,  0-3 Months,1
31/01/2019,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,31
31/01/2019,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,3
31/01/2019,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,1
31/01/2019,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,1503,Gynaecology,Day Case,Adult,65+,  0-3 Months,1
31/01/2019,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,1800,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,119
31/01/2019,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,1800,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,68
31/01/2019,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,1800,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,41
